time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2007-02-14T15:29:47.670Z,2.06,96.415,30,0,,7,219.3,,0.43,us,usp000f4vh,2014-11-07T01:31:37.749Z,"46 km S of Sinabang, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-14T11:22:37.460Z,3.192,126.624,65.8,5,mwc,83,69.4,,1.26,us,usp000f4v9,2016-11-10T01:35:34.430Z,"223 km NW of Tobelo, Indonesia",earthquake,,,,,reviewed,us,gcmt
2007-02-14T06:07:20.210Z,0.917,123.768,256.7,4.2,mb,7,180.2,,0.26,us,usp000f4us,2014-11-07T01:31:37.640Z,"89 km ENE of Gorontalo, Indonesia",earthquake,,65.1,,2,reviewed,us,us
2007-02-14T05:08:34.000Z,5.733,127.398,35,4.2,mb,13,184.9,,0.89,us,usp000f4um,2014-11-07T01:31:37.616Z,"151 km ESE of Pondaguitan, Philippines",earthquake,,,,3,reviewed,us,us
2007-02-13T21:51:26.240Z,5.693,126.882,35,4.3,mb,12,179.6,,0.85,us,usp000f4ty,2014-11-07T01:31:37.461Z,"107 km SE of Pondaguitan, Philippines",earthquake,,,,2,reviewed,us,us
2007-02-13T21:05:42.010Z,-5.771,127.16,10,4,mb,9,140.3,,1.07,us,usp000f4tu,2014-11-07T01:31:37.443Z,"256 km SSW of Ambon, Indonesia",earthquake,,,,4,reviewed,us,us
2007-02-13T20:03:06.930Z,-5.672,127.314,10,5.3,mwc,91,59.7,,0.96,us,usp000f4tt,2022-05-02T19:54:47.526Z,"238 km SSW of Ambon, Indonesia",earthquake,,,,,reviewed,us,gcmt
2007-02-13T19:22:14.640Z,-0.438,124.189,84.8,5.5,mwb,168,48.4,,1.08,us,usp000f4ts,2016-11-10T01:35:30.341Z,"165 km SE of Gorontalo, Indonesia",earthquake,,8.7,,,reviewed,us,us
2007-02-13T16:20:02.940Z,1.041,126.319,10,4.6,mb,12,104.4,,0.76,us,usp000f4tk,2014-11-07T01:31:37.394Z,"121 km WNW of Ternate, Indonesia",earthquake,,,,1,reviewed,us,us
2007-02-13T14:05:17.450Z,0.837,125.938,10,4.4,mb,7,174,,0.88,us,usp000f4td,2014-11-07T01:31:37.347Z,"125 km ESE of Tondano, Indonesia",earthquake,,,,1,reviewed,us,us
2007-02-13T10:36:34.160Z,-2.395,140.415,10,4.1,mb,9,155.1,,0.76,us,usp000f4t2,2014-11-07T01:31:37.220Z,"32 km NW of Abepura, Indonesia",earthquake,,,,1,reviewed,us,us
2007-02-13T04:20:36.520Z,-3.861,137.086,35,4.2,mb,9,256.3,,1.51,us,usp000f4sk,2014-11-07T01:31:37.183Z,"Papua, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-13T03:05:30.540Z,-5.732,129.864,135.3,0,,8,150.4,,1,us,usp000f4se,2014-11-07T01:31:37.173Z,"284 km SSE of Amahai, Indonesia",earthquake,,38.2,,,reviewed,us,us
2007-02-13T02:25:07.040Z,-0.91,120.402,35,0,,7,166.5,,0.46,us,usp000f4sd,2014-11-07T01:31:37.172Z,"59 km E of Palu, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-12T23:53:33.400Z,0.694,127.578,10,4.2,mb,15,115.6,,0.61,us,usp000f4s5,2014-11-07T01:31:37.150Z,"5 km SSE of Sofifi, Indonesia",earthquake,,,,4,reviewed,us,us
2007-02-12T17:38:03.400Z,-8.296,125.236,35,4.1,mb,12,138.6,,1.43,us,usp000f4ra,2014-11-07T01:31:37.059Z,"34 km NNW of Likisá, Timor Leste",earthquake,,,,3,reviewed,us,us
2007-02-12T12:45:31.700Z,5.561,126.073,24,6.1,mwc,309,31.9,,1.25,us,usp000f4qy,2022-07-14T07:51:49.801Z,"62 km SE of Caburan, Philippines",earthquake,,,,,reviewed,us,gcmt
2007-02-12T04:44:09.810Z,1.51,97.114,30,5,mb,98,143.2,,0.92,us,usp000f4qg,2014-11-07T01:31:36.891Z,"114 km SW of Singkil, Indonesia",earthquake,,,,41,reviewed,us,us
2007-02-12T04:41:18.300Z,-1.77,134.299,30,4.2,mb,11,170.7,,0.75,us,usp000f4qf,2014-11-07T01:31:36.889Z,"103 km SSE of Manokwari, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-12T04:36:19.040Z,4.358,126.118,30,4.4,mb,9,238.8,,0.72,us,usp000f4qe,2014-11-07T01:31:36.888Z,"136 km SSE of Sarangani, Philippines",earthquake,,,,5,reviewed,us,us
2007-02-12T01:36:55.920Z,-9.199,124.3,35,0,,14,79.9,,1.4,us,usp000f4q9,2014-11-07T01:31:36.841Z,"9 km W of Pante Makasar, Timor Leste",earthquake,,,,,reviewed,us,us
2007-02-12T01:24:22.410Z,0.908,126.119,10,4.2,mb,10,190.6,,0.74,us,usp000f4q8,2014-11-07T01:31:36.840Z,"141 km ESE of Tondano, Indonesia",earthquake,,,,3,reviewed,us,us
2007-02-11T22:50:56.500Z,2.493,95.774,30,4,mb,14,160.9,,1,us,usp000f4q4,2014-11-07T01:31:36.834Z,"67 km W of Sinabang, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-11T21:03:02.760Z,5.541,126.276,66.1,5,mwc,112,65.1,,0.92,us,usp000f4py,2022-05-02T19:54:39.734Z,"81 km ESE of Caburan, Philippines",earthquake,,7.6,,,reviewed,us,gcmt
2007-02-11T20:33:16.030Z,4.282,124.686,53.8,4.4,mb,18,101.9,,1.13,us,usp000f4pv,2014-11-07T01:31:36.784Z,"151 km SW of Sarangani, Philippines",earthquake,,14,,4,reviewed,us,us
2007-02-11T15:35:36.580Z,-9.576,111.732,10,0,,7,134.7,,1.39,us,usp000f4pb,2014-11-07T01:31:36.672Z,"162 km S of Boyolangu, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-11T14:49:24.680Z,5.098,125.31,179.2,4.8,mb,71,57,,1.17,us,usp000f4p5,2014-11-07T01:31:36.624Z,"37 km SSW of Sarangani, Philippines",earthquake,,,,27,reviewed,us,us
2007-02-11T10:47:35.010Z,6.178,94.401,67.6,5.4,mwb,447,25.1,,0.74,us,usp000f4nz,2022-07-14T07:56:53.299Z,"106 km WNW of Sabang, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-11T04:10:30.640Z,-7.582,127.555,156.4,4.4,mb,40,52.3,,0.76,us,usp000f4nf,2014-11-07T01:31:36.436Z,"120 km NNE of Lospalos, Timor Leste",earthquake,,,,15,reviewed,us,us
2007-02-11T02:49:09.930Z,-6.91,130.394,35,4.2,mb,24,90.5,,1.36,us,usp000f4na,2014-11-07T01:31:36.416Z,"296 km WSW of Tual, Indonesia",earthquake,,,,10,reviewed,us,us
2007-02-10T17:48:23.530Z,-5.337,128.6,325.4,4,mb,19,170.9,,0.53,us,usp000f4mt,2014-11-07T01:31:36.343Z,"187 km SSE of Ambon, Indonesia",earthquake,,15.3,,10,reviewed,us,us
2007-02-10T16:10:45.710Z,-8.714,118.383,147.9,4.4,mb,17,136.6,,1.32,us,usp000f4mp,2014-11-07T01:31:36.333Z,"21 km SSW of Dompu, Indonesia",earthquake,,21.1,,3,reviewed,us,us
2007-02-10T09:01:38.770Z,1.194,125.209,10,4.2,mb,10,148.1,,0.72,us,usp000f4m3,2014-11-07T01:31:36.247Z,"35 km ESE of Tondano, Indonesia",earthquake,,,,4,reviewed,us,us
2007-02-10T08:10:17.480Z,1.056,97.137,30,4.5,mb,20,180.4,,0.98,us,usp000f4m2,2014-11-07T01:31:36.244Z,"154 km SSW of Singkil, Indonesia",earthquake,,,,8,reviewed,us,us
2007-02-10T04:28:51.730Z,0.279,126.318,10,4.6,mb,13,156.2,,1.06,us,usp000f4ks,2014-11-07T01:31:36.125Z,"131 km WSW of Ternate, Indonesia",earthquake,,,,6,reviewed,us,us
2007-02-10T01:24:10.080Z,2.481,95.754,30,4.2,mb,17,182.6,,1.06,us,usp000f4kn,2014-11-07T01:31:36.114Z,"69 km W of Sinabang, Indonesia",earthquake,,,,4,reviewed,us,us
2007-02-10T00:24:29.380Z,1.09,126.446,10,4.6,mb,41,80.1,,0.99,us,usp000f4kh,2014-11-07T01:31:36.096Z,"109 km WNW of Ternate, Indonesia",earthquake,,,,16,reviewed,us,us
2007-02-10T00:18:26.670Z,1.157,126.571,10,3.8,mb,9,175.6,,0.58,us,usp000f4kg,2014-11-07T01:31:36.095Z,"99 km WNW of Ternate, Indonesia",earthquake,,,,1,reviewed,us,us
2007-02-10T00:10:13.040Z,1.176,97.215,30,4.7,mb,40,119.3,,0.93,us,usp000f4kf,2014-11-07T01:31:36.088Z,"138 km SSW of Singkil, Indonesia",earthquake,,,,13,reviewed,us,us
2007-02-09T22:45:39.690Z,1.789,94.983,30,0,,8,216.6,,0.93,us,usp000f4kc,2014-11-07T01:31:36.083Z,"173 km WSW of Sinabang, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-09T22:28:52.020Z,1.194,97.088,30,4.2,mb,14,168.8,,0.56,us,usp000f4kb,2014-11-07T01:31:36.080Z,"143 km SSW of Singkil, Indonesia",earthquake,,,,4,reviewed,us,us
2007-02-09T21:00:37.340Z,5.58,93.267,30,4,mb,12,195.3,,1.23,us,usp000f4k6,2014-11-07T01:31:36.055Z,"228 km W of Banda Aceh, Indonesia",earthquake,,,,3,reviewed,us,us
2007-02-09T17:58:52.720Z,0.954,125.982,10.5,4.9,mwc,50,101.7,,0.94,us,usp000f4jz,2016-11-10T01:35:20.152Z,"125 km ESE of Tondano, Indonesia",earthquake,,29.8,,,reviewed,us,gcmt
2007-02-09T17:26:35.760Z,-7.927,107.108,35,4.3,mb,12,102.4,,0.58,us,usp000f4jw,2014-11-07T01:31:36.008Z,"88 km SSW of Banjar, Indonesia",earthquake,,,,4,reviewed,us,us
2007-02-09T13:46:48.280Z,1.25,126.094,10,4.3,mb,19,139.4,,1.1,us,usp000f4jn,2014-11-07T01:31:35.989Z,"127 km ESE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,,,5,reviewed,us,us
2007-02-09T08:47:37.380Z,0.021,123.428,35,3.6,mb,8,154.9,,0.48,us,usp000f4ja,2014-11-07T01:31:35.958Z,"70 km SE of Gorontalo, Indonesia",earthquake,,,,1,reviewed,us,us
2007-02-09T02:52:29.120Z,-0.107,126.057,10,3.8,mb,10,173,,0.46,us,usp000f4hp,2014-11-07T01:31:35.908Z,"177 km SW of Ternate, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-09T00:22:14.480Z,-2.441,140.364,10,0,,7,229,,1.2,us,usp000f4hg,2014-11-07T01:31:35.857Z,"34 km WNW of Abepura, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-09T00:16:07.880Z,3.201,93.435,30,4.5,mb,7,197.3,,0.58,us,usp000f4hf,2014-11-07T01:31:35.856Z,off the west coast of northern Sumatra,earthquake,,,,1,reviewed,us,us
2007-02-08T23:58:25.830Z,0.904,125.864,10,4.6,mb,15,105.6,,1.07,us,usp000f4hc,2014-11-07T01:31:35.847Z,Molucca Sea,earthquake,,,,2,reviewed,us,us
2007-02-08T23:55:42.580Z,1.068,126.113,10,4.6,mb,13,140.9,,0.99,us,usp000f4hb,2014-11-07T01:31:35.845Z,"134 km ESE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,,,1,reviewed,us,us
2007-02-08T22:51:53.350Z,2.985,124.427,402.9,4.3,mb,13,169.7,,0.89,us,usp000f4h7,2014-11-07T01:31:35.835Z,Celebes Sea,earthquake,,55.8,,6,reviewed,us,us
2007-02-08T16:30:24.290Z,-9.005,118.818,25,5.1,mwc,50,41.5,,1.09,us,usp000f4gu,2022-05-02T19:54:27.287Z,"Sumbawa region, Indonesia",earthquake,,23.5,,,reviewed,us,gcmt
2007-02-08T16:03:25.880Z,-6.527,105.188,10,4.5,mb,22,77,,1.55,us,usp000f4gr,2014-11-07T01:31:35.711Z,"72 km WSW of Labuan, Indonesia",earthquake,,,,10,reviewed,us,us
2007-02-08T16:02:17.120Z,1.207,126.531,10,4.5,mb,29,92.9,,0.86,us,usp000f4gq,2014-11-07T01:31:35.708Z,"105 km WNW of Ternate, Indonesia",earthquake,,,,15,reviewed,us,us
2007-02-08T09:07:41.380Z,-6.917,129.361,139.7,4.3,mb,13,83.5,,1.47,us,usp000f4g2,2014-11-07T01:31:35.624Z,Banda Sea,earthquake,,27.1,,2,reviewed,us,us
2007-02-08T04:16:41.450Z,-10.077,107.739,44.1,4.3,mb,17,129,,1.09,us,usp000f4fq,2014-11-07T01:31:35.554Z,"south of Java, Indonesia",earthquake,,,,6,reviewed,us,us
2007-02-08T02:40:06.610Z,1.071,126.478,10,4.4,mb,12,104,,0.65,us,usp000f4fn,2014-11-07T01:31:35.551Z,"105 km WNW of Ternate, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-08T02:14:30.630Z,1.044,126.476,10,4.3,mb,12,104.3,,0.49,us,usp000f4fm,2014-11-07T01:31:35.549Z,"104 km WNW of Ternate, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-08T01:54:54.500Z,2.703,95.65,30,5.1,mb,70,46.1,,0.87,us,usp000f4fk,2014-11-07T01:31:35.542Z,"84 km WNW of Sinabang, Indonesia",earthquake,,,,17,reviewed,us,us
2007-02-08T01:41:42.220Z,5.208,94.637,30,4.5,mb,29,178.9,,0.81,us,usp000f4fh,2014-11-07T01:31:35.536Z,"85 km WSW of Banda Aceh, Indonesia",earthquake,,,,5,reviewed,us,us
2007-02-07T23:56:43.510Z,2.521,95.451,30,4.2,mb,10,219.5,,0.95,us,usp000f4fe,2014-11-07T01:31:35.513Z,"103 km W of Sinabang, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-07T23:30:58.000Z,-8.413,118.925,35,3.9,mb,10,148.4,,0.78,us,usp000f4fd,2014-11-07T01:31:35.511Z,"22 km ENE of Bima, Indonesia",earthquake,,,,3,reviewed,us,us
2007-02-07T22:23:00.270Z,5.674,126.525,65.4,4.5,mb,36,133.3,,0.53,us,usp000f4f7,2014-11-07T01:31:35.481Z,"85 km SSE of Pondaguitan, Philippines",earthquake,,8.1,,14,reviewed,us,us
2007-02-07T20:32:34.930Z,5.989,126.361,145,4.2,mb,12,180,,0.64,us,usp000f4f0,2014-11-07T01:31:35.468Z,"45 km SSE of Pondaguitan, Philippines",earthquake,,9.1,,2,reviewed,us,us
2007-02-07T15:42:24.700Z,-10.198,123.717,10,5,mb,50,72.8,,1.05,us,usp000f4en,2014-11-07T01:31:35.399Z,"12 km ESE of Kupang, Indonesia",earthquake,,,,23,reviewed,us,us
2007-02-07T14:04:26.240Z,-2.451,139.832,10,4.2,mb,16,150.9,,0.56,us,usp000f4ef,2014-11-07T01:31:35.362Z,"90 km W of Abepura, Indonesia",earthquake,,,,3,reviewed,us,us
2007-02-07T12:02:12.120Z,-7.365,129.601,213.2,4.2,mb,6,170.6,,0.43,us,usp000f4e8,2014-11-07T01:31:35.343Z,"Kepulauan Babar, Indonesia",earthquake,,40.9,,3,reviewed,us,us
2007-02-07T10:34:09.280Z,-7.734,127.464,113.7,4,mb,11,152.4,,1.4,us,usp000f4e4,2014-11-07T01:31:35.324Z,"101 km NNE of Lospalos, Timor Leste",earthquake,,25.8,,1,reviewed,us,us
2007-02-07T03:36:02.030Z,3.887,128.383,98.9,4.5,mb,27,135.1,,0.94,us,usp000f4dr,2014-11-07T01:31:35.286Z,"242 km N of Tobelo, Indonesia",earthquake,,36.5,,15,reviewed,us,us
2007-02-07T02:41:45.910Z,5.76,94.991,30,4.4,mb,19,150.1,,1.28,us,usp000f4dm,2014-11-07T01:31:35.279Z,"38 km WSW of Sabang, Indonesia",earthquake,,,,4,reviewed,us,us
2007-02-06T18:53:54.160Z,-9.367,123.669,10,4.6,mb,26,96,,1.09,us,usp000f4d2,2014-11-07T01:31:35.188Z,"27 km NNW of Naisano Dua, Indonesia",earthquake,,,,12,reviewed,us,us
2007-02-06T17:16:19.930Z,7.679,125.089,20.2,4.7,mb,24,115.8,,1.35,us,usp000f4cx,2014-11-07T01:31:35.178Z,"4 km SW of Salawagan, Philippines",earthquake,,,,9,reviewed,us,us
2007-02-06T14:05:17.780Z,1.659,96.829,30,0,,6,224.1,,0.3,us,usp000f4cq,2014-11-07T01:31:35.144Z,"103 km SSE of Sinabang, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-06T14:02:55.310Z,-8.425,110.926,10,4.4,mb,7,195.8,,0.52,us,usp000f4cn,2014-11-07T01:31:35.141Z,"63 km SSW of Jatiroto, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-06T04:35:51.150Z,-2.366,139.602,35,0,,11,163.8,,1.31,us,usp000f4c3,2014-11-07T01:31:35.083Z,"117 km WNW of Abepura, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-06T03:35:33.620Z,-0.375,125.773,10,0,,11,105,,0.69,us,usp000f4bz,2014-11-07T01:31:35.076Z,"209 km SSE of Tondano, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-06T01:40:04.060Z,-5.193,102.283,39,4.5,mb,27,95.1,,0.75,us,usp000f4bs,2014-11-07T01:31:35.028Z,"154 km S of Bengkulu, Indonesia",earthquake,,8.7,,9,reviewed,us,us
2007-02-06T00:59:55.700Z,-8.46,112.796,88.4,4,mb,15,115.5,,1.39,us,usp000f4bq,2014-11-07T01:31:35.022Z,"27 km S of Dampit, Indonesia",earthquake,,23.5,,3,reviewed,us,us
2007-02-05T22:51:34.520Z,2.537,99.363,97.2,4.2,mb,9,165,,0.99,us,usp000f4bn,2014-11-07T01:31:35.018Z,"49 km ESE of Parapat, Indonesia",earthquake,,29.3,,3,reviewed,us,us
2007-02-05T12:36:48.020Z,-0.961,126.778,20.3,4.5,mb,16,101.5,,1.38,us,usp000f4at,2014-11-07T01:31:34.867Z,"205 km SSW of Ternate, Indonesia",earthquake,,59.9,,4,reviewed,us,us
2007-02-05T10:15:10.300Z,1.611,126.439,10,4.9,mb,53,68.6,,1.01,us,usp000f4aj,2014-11-07T01:31:34.801Z,"138 km NW of Ternate, Indonesia",earthquake,,,,18,reviewed,us,us
2007-02-05T03:52:17.650Z,4.089,125.45,133.1,4.8,mb,14,148.3,,0.74,us,usp000f4a2,2014-11-07T01:31:34.654Z,"145 km S of Sarangani, Philippines",earthquake,,10.5,,3,reviewed,us,us
2007-02-04T18:07:34.230Z,1.56,126.945,10,4.7,mb,10,176.7,,1.22,us,usp000f49e,2014-11-07T01:31:34.331Z,"98 km NNW of Ternate, Indonesia",earthquake,,,,1,reviewed,us,us
2007-02-04T06:11:30.020Z,1.161,126.134,10,4.7,mb,17,152.9,,1.18,us,usp000f48b,2014-11-07T01:31:34.056Z,"134 km ESE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,,,6,reviewed,us,us
2007-02-04T01:27:42.190Z,1.108,123.934,291.2,4.4,mb,15,123.5,,0.75,us,usp000f485,2014-11-07T01:31:33.988Z,"99 km WSW of Tomohon, Indonesia",earthquake,,32,,5,reviewed,us,us
2007-02-04T01:19:23.440Z,-0.567,127.472,30,5.2,mwc,65,67.5,,1.07,us,usp000f484,2022-05-02T19:54:06.941Z,"144 km S of Sofifi, Indonesia",earthquake,,,,,reviewed,us,gcmt
2007-02-03T23:24:43.070Z,1.201,97.067,30,0,,8,165.2,,0.65,us,usp000f47v,2014-11-07T01:31:33.927Z,"144 km SSW of Singkil, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-03T21:56:55.380Z,0.007,125.663,10,4.6,mb,16,139.6,,1.14,us,usp000f47t,2014-11-07T01:31:33.920Z,"166 km SSE of Tondano, Indonesia",earthquake,,,,9,reviewed,us,us
2007-02-03T05:25:07.130Z,-7.72,107.907,10,4.7,mb,25,72.9,,0.88,us,usp000f469,2014-11-07T01:31:33.261Z,"46 km SSW of Singaparna, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-03T01:06:57.070Z,2.145,96.21,30,0,,7,214.6,,0.71,us,usp000f45z,2014-11-07T01:31:33.184Z,"41 km SSW of Sinabang, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-02T23:18:42.700Z,2.232,128.82,35,0,,5,196.5,,0.51,us,usp000f45t,2014-11-07T01:31:33.133Z,"105 km ENE of Tobelo, Indonesia",earthquake,,,,,reviewed,us,us
2007-02-02T17:20:05.520Z,-7.29,129.53,75.3,4.8,mb,58,75.9,,0.93,us,usp000f45b,2014-11-07T01:31:32.887Z,"Kepulauan Babar, Indonesia",earthquake,,,,31,reviewed,us,us
2007-02-02T16:26:01.940Z,0.949,126.135,10,4.3,mb,10,172.3,,0.68,us,usp000f458,2014-11-07T01:31:32.845Z,"140 km W of Ternate, Indonesia",earthquake,,,,3,reviewed,us,us
2007-02-02T09:58:05.870Z,1.202,126.414,10,4.3,mb,9,144,,0.51,us,usp000f44t,2014-11-07T01:31:32.651Z,"117 km WNW of Ternate, Indonesia",earthquake,,,,2,reviewed,us,us
2007-02-02T03:10:55.920Z,6.711,126.8,130.3,4.3,mb,10,194.1,,0.19,us,usp000f447,2014-11-07T01:31:32.468Z,"53 km SE of Lukatan, Philippines",earthquake,,13.3,,6,reviewed,us,us
2007-02-01T20:38:40.610Z,-7.531,128.482,127,4.5,mb,11,160.7,,1.39,us,usp000f43x,2014-11-07T01:31:32.381Z,"196 km NE of Lospalos, Timor Leste",earthquake,,27,,5,reviewed,us,us
2007-02-01T20:02:48.330Z,0.304,122.366,148.6,4.8,mb,33,88.2,,0.83,us,usp000f43w,2014-11-07T01:31:32.367Z,"81 km WSW of Gorontalo, Indonesia",earthquake,,12.6,,14,reviewed,us,us
2007-02-01T17:14:38.030Z,-7.035,117.123,597.3,3.8,mb,8,153.8,,0.52,us,usp000f43m,2014-11-07T01:31:32.310Z,"157 km NNW of Pototano, Indonesia",earthquake,,40.9,,1,reviewed,us,us
2007-02-01T14:27:38.610Z,-0.854,122.037,80.3,4.9,mb,34,93.7,,1.05,us,usp000f439,2014-11-07T01:31:32.131Z,"84 km W of Luwuk, Indonesia",earthquake,,11.3,,20,reviewed,us,us
2007-02-01T12:45:27.460Z,1.001,126.005,10,4.9,mwc,55,68.6,,0.81,us,usp000f436,2016-11-10T01:34:55.677Z,"126 km ESE of Tondano, Indonesia",earthquake,,,,,reviewed,us,gcmt
2007-02-01T10:43:26.720Z,1.219,126.345,10,5.4,mwc,157,44.4,,1.09,us,usp000f430,2022-07-14T08:04:35.240Z,"124 km WNW of Ternate, Indonesia",earthquake,,,,,reviewed,us,gcmt
2007-02-01T08:20:10.680Z,-0.528,123.272,68.5,4.5,mb,20,112.4,,1.31,us,usp000f42w,2014-11-07T01:31:31.602Z,"71 km NE of Luwuk, Indonesia",earthquake,,20.9,,7,reviewed,us,us
2007-02-01T08:09:03.840Z,1.373,125.873,10,4.2,mb,10,160,,1.23,us,usp000f42s,2014-11-07T01:31:31.557Z,"100 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,,,3,reviewed,us,us
2007-02-01T02:45:27.450Z,-1.216,101.675,170.9,3.9,mb,11,136.2,,0.72,us,usp000f42c,2014-11-07T01:31:31.378Z,"96 km SE of Sijunjung, Indonesia",earthquake,,18.5,,3,reviewed,us,us
2007-01-31T23:37:41.550Z,0.378,126.139,10,4.2,mb,13,142.4,,0.9,us,usp000f424,2014-11-07T01:31:29.618Z,"145 km WSW of Ternate, Indonesia",earthquake,,,,3,reviewed,us,us
2007-01-31T23:04:54.210Z,0.575,126.386,10,4.2,mb,22,100.4,,0.94,us,usp000f421,2014-11-07T01:31:29.609Z,"113 km WSW of Ternate, Indonesia",earthquake,,,,5,reviewed,us,us
2007-01-31T20:31:34.840Z,-7.817,107.193,51.7,5.5,mwb,275,36.2,,0.93,us,usp000f41s,2022-05-02T19:36:36.844Z,"73 km SSW of Banjar, Indonesia",earthquake,,9.1,,,reviewed,us,us
2007-01-31T15:17:30.030Z,0.578,98.224,30,4.3,mb,14,205.2,,1.22,us,usp000f417,2014-11-07T01:31:29.527Z,"142 km SSW of Sibolga, Indonesia",earthquake,,,,1,reviewed,us,us
2007-01-31T14:08:35.980Z,0.771,126.828,10,4.6,mb,11,175.8,,0.62,us,usp000f412,2014-11-07T01:31:29.519Z,"61 km W of Ternate, Indonesia",earthquake,,,,1,reviewed,us,us
2007-01-31T12:29:48.270Z,1.418,126.702,10,4.5,mb,15,142.5,,0.68,us,usp000f40y,2014-11-07T01:31:29.511Z,"102 km NW of Ternate, Indonesia",earthquake,,,,4,reviewed,us,us
2007-01-31T12:07:41.260Z,0.506,125.329,10,4.2,mb,7,172.5,,0.94,us,usp000f40w,2014-11-07T01:31:29.508Z,"99 km SSE of Tondano, Indonesia",earthquake,,,,1,reviewed,us,us
2007-01-31T08:19:28.480Z,4.039,126.118,35,4.9,mb,30,106.9,,0.65,us,usp000f40m,2014-11-07T01:31:29.468Z,"167 km SSE of Sarangani, Philippines",earthquake,,,,9,reviewed,us,us
2007-01-31T05:44:37.460Z,0.976,125.958,11.2,4.5,mb,16,138.5,,0.6,us,usp000f407,2014-11-07T01:31:29.430Z,"121 km ESE of Tondano, Indonesia",earthquake,,42.1,,7,reviewed,us,us
2007-01-31T03:50:43.870Z,1.112,97.205,30,4,mb,10,209.1,,0.42,us,usp000f404,2014-11-07T01:31:29.425Z,"145 km SSW of Singkil, Indonesia",earthquake,,,,3,reviewed,us,us
2007-01-31T03:37:04.770Z,1.088,126.316,10,4.3,mb,7,191.4,,0.8,us,usp000f402,2014-11-07T01:31:29.421Z,"123 km WNW of Ternate, Indonesia",earthquake,,,,1,reviewed,us,us
2007-01-31T00:06:31.330Z,2.882,96.401,30,4.1,mb,13,152.6,,0.88,us,usp000f3zn,2014-11-07T01:31:29.306Z,"44 km N of Sinabang, Indonesia",earthquake,,,,1,reviewed,us,us
2007-01-30T23:40:23.010Z,1.419,126.178,10,4.4,mb,15,168.2,,0.74,us,usp000f3zj,2014-11-07T01:31:29.300Z,"134 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,,,1,reviewed,us,us
2007-01-30T20:55:14.490Z,-8.396,119.414,35,4.4,mb,9,177,,1.22,us,usp000f3z3,2014-11-07T01:31:29.198Z,"23 km NNW of Komodo, Indonesia",earthquake,,,,1,reviewed,us,us
2007-01-30T19:45:20.490Z,-0.112,125.383,10,4.8,mb,33,75.5,,0.96,us,usp000f3yz,2014-11-07T01:31:29.182Z,"165 km SSE of Tondano, Indonesia",earthquake,,,,18,reviewed,us,us
2007-01-30T16:39:58.620Z,1.084,126.473,10,4.5,mb,17,141.9,,1.03,us,usp000f3yq,2014-11-07T01:31:29.167Z,"106 km WNW of Ternate, Indonesia",earthquake,,,,4,reviewed,us,us
2007-01-30T15:21:24.870Z,-6.523,103.676,30,4,mb,10,211.6,,0.45,us,usp000f3yk,2014-11-07T01:31:29.151Z,"213 km SW of Bandar Lampung, Indonesia",earthquake,,,,1,reviewed,us,us
2007-01-30T09:56:34.140Z,0.924,126.076,10,0,,8,140.8,,0.67,us,usp000f3y7,2014-11-07T01:31:29.124Z,"136 km ESE of Tondano, Indonesia",earthquake,,,,,reviewed,us,us
2007-01-30T09:37:17.490Z,2.233,126.761,10,4.8,mb,35,72.1,,1.17,us,usp000f3y6,2014-11-07T01:31:29.121Z,"149 km WNW of Tobelo, Indonesia",earthquake,,,,14,reviewed,us,us
2007-01-30T08:10:09.490Z,1.218,126.317,10,4.7,mb,14,141.5,,0.6,us,usp000f3y2,2014-11-07T01:31:29.106Z,"127 km WNW of Ternate, Indonesia",earthquake,,,,2,reviewed,us,us
2007-01-30T07:46:28.890Z,0.537,126.166,10,4.9,mb,13,142.9,,0.46,us,usp000f3y0,2014-11-07T01:31:29.098Z,"138 km WSW of Ternate, Indonesia",earthquake,,,,2,reviewed,us,us
