time,latitude,longitude,depth,mag,magType,place,provinsi
2019-05-21 13:35:00.969000+00:00,-2.5408,138.5466,42.56,4.4,mb,"232 km W of Abepura, Indonesia",PAPUA
2019-05-20 04:52:48.408000+00:00,2.3707,128.1583,57.48,4.3,mb,"72 km NNE of Tobelo, Indonesia",MALUKU UTARA
2019-05-19 14:53:37.056000+00:00,-0.491,121.8876,10.0,4.1,mb,"112 km WNW of Luwuk, Indonesia",SULAWESI TENGAH
2019-05-19 13:13:06.780000+00:00,-1.1642,115.7958,16.3,4.2,mb,"115 km W of Balikpapan, Indonesia",KALIMANTAN TENGAH
2019-05-18 00:32:59.039000+00:00,-3.5306,139.7562,35.0,4.3,mb,"141 km SW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2019-05-17 23:02:32.774000+00:00,-3.2468,139.8705,35.0,5.0,mb,"111 km SW of Abepura, Indonesia",PAPUA
2019-05-16 17:04:06.558000+00:00,-3.0202,130.2034,10.0,4.3,mb,"147 km ENE of Amahai, Indonesia",MALUKU
2019-05-16 15:18:04.535000+00:00,-3.1408,130.4527,8.18,4.4,mb,"171 km E of Amahai, Indonesia",MALUKU
2019-05-13 16:53:01.112000+00:00,-2.9911,130.372,10.0,4.8,mww,"165 km ENE of Amahai, Indonesia",MALUKU
2019-05-11 23:43:42.029000+00:00,0.5778,122.3185,112.67,4.6,mb,"82 km W of Gorontalo, Indonesia",GORONTALO
2019-05-11 01:25:15.102000+00:00,2.2466,128.2645,155.8,4.2,mb,"63 km NNE of Tobelo, Indonesia",MALUKU UTARA
2019-05-07 07:48:40.805000+00:00,-3.6846,140.2023,35.0,4.2,mb,"129 km SSW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2019-05-07 01:21:29.502000+00:00,-1.8293,138.3802,35.0,4.0,mb,"264 km WNW of Abepura, Indonesia",PAPUA
2019-05-06 03:56:45.697000+00:00,4.0411,126.7712,39.28,4.4,mb,"209 km SE of Sarangani, Philippines",SULAWESI UTARA
2019-05-05 16:07:08.251000+00:00,-3.6314,136.3788,56.78,4.3,mb,"102 km ESE of Nabire, Indonesia",PAPUA TENGAH
2019-05-04 23:51:05.345000+00:00,4.1023,126.7345,46.05,4.7,mb,"201 km SE of Sarangani, Philippines",SULAWESI UTARA
2019-05-03 22:28:15.252000+00:00,4.1406,126.7819,35.0,4.7,mb,"202 km SE of Sarangani, Philippines",SULAWESI UTARA
2019-05-03 17:41:57.327000+00:00,-4.1568,136.3547,28.18,4.7,mb,"129 km SE of Nabire, Indonesia",PAPUA TENGAH
2019-05-03 06:48:02.259000+00:00,-8.3786,116.1939,29.3,4.4,mb,"10 km ENE of Pemenang, Indonesia",NUSA TENGGARA BARAT
2019-04-30 12:48:00.374000+00:00,1.8133,99.1125,117.6,4.4,mb,"37 km ENE of Sibolga, Indonesia",SUMATERA UTARA
2019-04-29 11:08:31.968000+00:00,-2.1617,139.0759,46.73,4.0,mb,"179 km WNW of Abepura, Indonesia",PAPUA
2019-04-29 10:50:09.448000+00:00,-3.9344,139.3073,48.97,4.0,mb,"208 km SW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2019-04-28 15:28:33.745000+00:00,-3.4938,138.4287,76.0,4.1,mb,"264 km WSW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2019-04-27 13:32:53.461000+00:00,-4.3239,137.2251,10.0,4.9,mb,"219 km ESE of Nabire, Indonesia",PAPUA TENGAH
2019-04-24 03:28:25.974000+00:00,2.3042,128.2339,111.87,4.9,mb,"68 km NNE of Tobelo, Indonesia",MALUKU UTARA
2019-04-24 02:17:18.302000+00:00,2.3489,128.2855,100.29,4.9,mb,"75 km NNE of Tobelo, Indonesia",MALUKU UTARA
2019-04-23 04:17:08.777000+00:00,3.5033,97.5485,85.19,4.6,mb,"99 km SW of Pangkalan Brandan, Indonesia",ACEH
2019-04-22 07:05:04.052000+00:00,-4.0884,103.6413,10.0,4.5,mb,"24 km SW of Tanjungagung, Indonesia",SUMATERA SELATAN
2019-04-21 12:19:22.285000+00:00,2.6915,98.9669,161.98,4.1,mb,"4 km NE of Parapat, Indonesia",SUMATERA UTARA
2019-04-21 08:21:46.995000+00:00,-3.3985,127.2502,69.16,4.9,mb,"108 km WNW of Ambon, Indonesia",MALUKU
2019-04-20 21:40:57.102000+00:00,1.3737,128.2669,79.45,4.3,mb,"48 km SE of Tobelo, Indonesia",MALUKU UTARA
2019-04-18 02:27:57.703000+00:00,-2.9394,137.9586,42.45,4.5,mb,"277 km E of Nabire, Indonesia",PAPUA
2019-04-16 01:07:53.791000+00:00,-8.5657,117.5666,171.14,4.5,mb,"18 km ESE of Sumbawa Besar, Indonesia",NUSA TENGGARA BARAT
2019-04-14 02:18:24.579000+00:00,-8.4761,118.3314,133.74,4.2,mb,"15 km WNW of Dompu, Indonesia",NUSA TENGGARA BARAT
2019-04-10 19:29:02.087000+00:00,-3.5416,135.6723,10.0,4.3,mb,"27 km SE of Nabire, Indonesia",PAPUA TENGAH
2019-04-10 11:51:29.054000+00:00,-2.3553,139.2127,35.0,4.4,mb,"160 km W of Abepura, Indonesia",PAPUA
2019-04-08 16:23:31.422000+00:00,2.1018,127.93,53.49,4.4,mb,"42 km NNW of Tobelo, Indonesia",MALUKU UTARA
2019-04-08 15:39:46.493000+00:00,-10.2387,123.9271,41.37,4.5,mb,"35 km ESE of Kupang, Indonesia",NUSA TENGGARA TIMUR
2019-04-07 19:45:33.532000+00:00,0.8947,123.2341,45.2,4.8,mb,"43 km NNE of Gorontalo, Indonesia",SULAWESI UTARA
2019-04-07 13:41:33.350000+00:00,2.5243,128.526,220.29,4.6,mb,"105 km NNE of Tobelo, Indonesia",MALUKU UTARA
2019-04-07 02:18:19.349000+00:00,-9.2992,124.7998,35.0,5.1,mb,"23 km SSW of Atambua, Indonesia",NUSA TENGGARA TIMUR
2019-04-05 18:01:46.555000+00:00,-2.8644,129.5653,10.0,4.6,mb,"88 km NE of Amahai, Indonesia",MALUKU
2019-04-02 16:31:38.618000+00:00,-1.3292,120.1576,10.0,4.4,mb,"56 km SE of Palu, Indonesia",SULAWESI TENGAH
2019-03-27 04:19:27.375000+00:00,2.4406,128.4748,228.59,4.4,mb,"94 km NNE of Tobelo, Indonesia",MALUKU UTARA
2019-03-27 00:33:44.130000+00:00,0.4148,123.9474,202.01,4.6,mb,"99 km E of Gorontalo, Indonesia",SULAWESI UTARA
2019-03-26 02:39:00.128000+00:00,-1.8043,120.6408,10.0,4.5,mb,"46 km SSW of Poso, Indonesia",SULAWESI TENGAH
2019-03-25 14:50:48.850000+00:00,-1.4686,120.1033,10.0,4.2,mb,"67 km SSE of Palu, Indonesia",SULAWESI TENGAH
2019-03-24 22:11:40.328000+00:00,-1.3902,123.5077,10.0,4.4,mb,"93 km ESE of Luwuk, Indonesia",SULAWESI TENGAH
2019-03-24 16:03:25.810000+00:00,1.2731,99.7803,194.31,4.1,mb,"57 km ESE of Padangsidempuan, Indonesia",SUMATERA UTARA
2019-03-24 01:32:00.219000+00:00,-1.8703,120.5238,10.0,5.5,mww,"58 km SSW of Poso, Indonesia",SULAWESI TENGAH
2019-03-22 19:10:46.491000+00:00,-2.1601,120.5464,10.0,4.4,mb,"87 km SSW of Poso, Indonesia",SULAWESI SELATAN
2019-03-21 15:03:09.389000+00:00,-7.6019,108.0889,107.7,4.8,mb,"27 km SSW of Kawalu, Indonesia",JAWA BARAT
2019-03-21 05:16:14.354000+00:00,-1.3293,120.1082,10.0,4.1,mb,"53 km SSE of Palu, Indonesia",SULAWESI TENGAH
2019-03-19 18:17:25.366000+00:00,-0.3687,100.3987,61.43,4.3,mb,"7 km SSE of Bukittinggi, Indonesia",SUMATERA BARAT
2019-03-19 14:35:26.480000+00:00,2.4277,128.5583,63.17,4.9,mb,"98 km NE of Tobelo, Indonesia",MALUKU UTARA
2019-03-19 05:04:42.278000+00:00,-6.9207,107.0391,155.05,4.5,mb,"12 km E of Sukabumi, Indonesia",JAWA BARAT
2019-03-18 00:32:05.364000+00:00,-8.3473,116.6091,10.0,4.1,mb,"18 km NNW of Labuan Lombok, Indonesia",NUSA TENGGARA BARAT
2019-03-17 17:41:42.228000+00:00,-9.6615,119.0513,20.94,5.0,mb,"128 km SSW of Komodo, Indonesia",NUSA TENGGARA TIMUR
2019-03-17 15:11:51.194000+00:00,-2.5328,140.2767,21.81,4.0,mb,"40 km W of Abepura, Indonesia",PAPUA
2019-03-17 07:09:19.763000+00:00,-8.3503,116.5695,10.0,5.3,mb,"19 km NNW of Labuan Lombok, Indonesia",NUSA TENGGARA BARAT
2019-03-17 07:07:25.369000+00:00,-8.4179,116.5208,10.0,5.6,mww,"18 km WNW of Labuan Lombok, Indonesia",NUSA TENGGARA BARAT
2019-03-16 22:29:29.705000+00:00,-3.115,101.9737,87.29,5.1,mww,"72 km WNW of Curup, Indonesia",BENGKULU
2019-03-16 15:46:28.385000+00:00,-1.4616,120.1654,10.0,4.5,mb,"65 km W of Poso, Indonesia",SULAWESI TENGAH
2019-03-15 00:29:56.499000+00:00,-9.7476,124.6691,10.0,4.6,mb,"39 km SSE of Kefamenanu, Indonesia",NUSA TENGGARA TIMUR
2019-03-14 08:51:28.455000+00:00,-2.8067,122.0924,10.0,4.3,mb,"137 km NNW of Kendari, Indonesia",SULAWESI TENGAH
2019-03-13 01:51:18.840000+00:00,0.2162,119.7834,35.0,5.0,mb,"124 km N of Palu, Indonesia",SULAWESI TENGAH
2019-03-12 17:00:44.714000+00:00,-2.3255,138.123,46.54,4.2,mb,"260 km ESE of Biak, Indonesia",PAPUA
2019-03-12 15:18:39.130000+00:00,-3.005,118.9901,10.0,4.0,mb,"37 km SSE of Mamuju, Indonesia",SULAWESI BARAT
2019-03-08 05:32:55.680000+00:00,-3.7922,139.9435,10.0,5.2,mww,"152 km SSW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2019-03-05 20:09:33+00:00,-2.9069,129.6638,10.0,4.9,mb,"95 km ENE of Amahai, Indonesia",MALUKU
2019-03-04 23:13:30.460000+00:00,-2.4517,121.576,10.0,4.4,mb,"148 km SE of Poso, Indonesia",SULAWESI TENGAH
2019-03-04 18:13:02.860000+00:00,-2.4413,121.4417,10.0,4.8,mb,"138 km SSE of Poso, Indonesia",SULAWESI SELATAN
2019-03-03 22:51:49.190000+00:00,-8.1495,122.9083,35.0,4.6,mb,"92 km NE of Maumere, Indonesia",NUSA TENGGARA TIMUR
2019-03-03 10:45:06.217000+00:00,-1.491,120.1639,10.0,4.9,mww,"66 km W of Poso, Indonesia",SULAWESI TENGAH
2019-03-02 20:38:49.450000+00:00,1.5329,99.5786,176.6,4.0,mb,"38 km ENE of Padangsidempuan, Indonesia",SUMATERA UTARA
2019-02-28 16:57:33.530000+00:00,-4.5722,137.9082,31.19,4.5,mb,"299 km ESE of Nabire, Indonesia",PAPUA PEGUNUNGAN
2019-02-27 23:27:04.240000+00:00,-1.3226,101.5784,10.0,5.4,mww,"83 km NNE of Sungai Penuh, Indonesia",SUMATERA BARAT
2019-02-27 18:54:57.360000+00:00,-1.2342,101.522,10.0,4.5,mb,"84 km SE of Sijunjung, Indonesia",SUMATERA BARAT
2019-02-25 06:39:12.190000+00:00,-3.0705,102.9213,211.63,4.1,mb,"25 km NNE of Lubuklinggau, Indonesia",SUMATERA SELATAN
2019-02-24 13:29:33.487000+00:00,0.4927,122.1832,97.67,5.1,mww,"98 km W of Gorontalo, Indonesia",GORONTALO
2019-02-24 10:36:39.870000+00:00,-3.0972,129.1697,10.0,4.2,mb,"38 km NE of Amahai, Indonesia",MALUKU
2019-02-23 11:43:57.507000+00:00,1.0887,128.1998,10.0,5.0,mww,"73 km SSE of Tobelo, Indonesia",MALUKU UTARA
2019-02-16 11:01:52.600000+00:00,-2.491,140.1889,9.72,4.7,mb,"50 km WNW of Abepura, Indonesia",PAPUA
2019-02-16 06:39:49.600000+00:00,-2.4095,140.2014,8.85,5.3,mww,"52 km WNW of Abepura, Indonesia",PAPUA
2019-02-13 23:41:54.620000+00:00,-6.7647,105.803,66.89,5.0,mb,"42 km S of Labuan, Indonesia",BANTEN
2019-02-13 18:38:40.270000+00:00,-2.3928,138.2415,27.42,4.7,mb,"266 km W of Abepura, Indonesia",PAPUA
2019-02-11 08:16:43.660000+00:00,-2.8712,140.3315,35.0,4.2,mb,"45 km SW of Abepura, Indonesia",PAPUA
2019-02-09 01:26:55.030000+00:00,-3.0177,128.1458,10.0,4.1,mb,"75 km N of Ambon, Indonesia",MALUKU
2019-02-08 19:30:59.110000+00:00,-3.6379,134.4922,26.36,4.0,mb,"116 km WSW of Nabire, Indonesia",PAPUA BARAT
2019-02-07 10:11:11.950000+00:00,-2.2376,138.9759,32.58,4.9,mb,"188 km WNW of Abepura, Indonesia",PAPUA
2019-02-06 22:14:01.810000+00:00,-8.2165,117.5068,184.44,4.5,mb,"21 km N of Pototano, Indonesia",NUSA TENGGARA BARAT
2019-02-04 06:57:29.280000+00:00,-1.1199,100.6763,97.45,4.8,mb,"35 km S of Solok, Indonesia",SUMATERA BARAT
2019-02-03 20:34:37.490000+00:00,-2.4772,140.196,35.14,4.3,mb,"50 km WNW of Abepura, Indonesia",PAPUA
2019-02-03 00:05:59.590000+00:00,-2.9416,139.3677,35.0,4.4,mb,"145 km WSW of Abepura, Indonesia",PAPUA
2019-02-02 11:07:59.060000+00:00,-2.7179,100.1812,10.0,4.5,mb,"153 km WSW of Sungai Penuh, Indonesia",SUMATERA BARAT
2019-01-31 19:39:09.730000+00:00,-8.3665,118.1547,164.21,4.4,mb,"38 km WNW of Dompu, Indonesia",NUSA TENGGARA BARAT
2019-01-30 11:35:39.210000+00:00,-1.8379,119.5132,10.0,4.5,mb,"110 km SSW of Palu, Indonesia",SULAWESI BARAT
2019-01-29 16:24:51.930000+00:00,-3.0859,139.6899,35.0,5.0,mb,"117 km WSW of Abepura, Indonesia",PAPUA
2019-01-28 13:03:57.620000+00:00,-3.6407,139.3552,56.36,5.1,mb,"183 km SW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2019-01-28 08:42:04.680000+00:00,-3.0815,129.068,16.39,4.7,mb,"32 km NNE of Amahai, Indonesia",MALUKU
2019-01-28 04:06:38.540000+00:00,2.3709,128.5625,225.56,4.6,mb,"93 km NE of Tobelo, Indonesia",MALUKU UTARA
2019-01-24 23:02:17.420000+00:00,-3.3097,126.3279,10.0,4.1,mb,"210 km WNW of Ambon, Indonesia",MALUKU
2019-01-20 23:16:02.900000+00:00,-5.0828,104.6141,208.13,4.3,mb,"41 km SW of Kotabumi, Indonesia",LAMPUNG
2019-01-18 22:09:05.510000+00:00,-8.6892,118.3279,115.09,4.4,mb,"Sumbawa region, Indonesia",NUSA TENGGARA BARAT
2019-01-17 08:40:51.680000+00:00,-2.3505,101.9054,151.62,4.3,mb,"65 km ESE of Sungai Penuh, Indonesia",JAMBI
2019-01-14 23:59:53.400000+00:00,1.7028,99.0705,15.03,4.9,mb,"32 km E of Sibolga, Indonesia",SUMATERA UTARA
2019-01-10 07:51:59.310000+00:00,2.476,128.5349,75.14,4.3,mb,"101 km NE of Tobelo, Indonesia",MALUKU UTARA
2019-01-09 18:56:31.060000+00:00,-9.3853,119.9551,72.93,5.0,mww,"45 km NW of Waingapu, Indonesia",NUSA TENGGARA TIMUR
2019-01-09 17:22:20.100000+00:00,-1.8959,133.7474,43.96,4.4,mb,"119 km SSW of Manokwari, Indonesia",PAPUA BARAT
2019-01-09 10:14:43.820000+00:00,-1.3697,119.7727,10.0,4.2,mb,"52 km SSW of Palu, Indonesia",SULAWESI TENGAH
2019-01-06 20:20:25.350000+00:00,-3.0054,119.4497,43.14,4.4,mb,"48 km NNE of Polewali, Indonesia",SULAWESI BARAT
2019-01-06 20:19:29.840000+00:00,-2.8252,102.887,236.61,4.1,mb,"51 km N of Lubuklinggau, Indonesia",SUMATERA SELATAN
2019-01-06 01:29:55.820000+00:00,-1.6757,135.5406,26.65,4.2,mb,"80 km SW of Insrom, Indonesia",PAPUA
2019-01-03 23:15:45.770000+00:00,-2.6007,140.5833,10.0,4.5,mb,"5 km W of Abepura, Indonesia",PAPUA
2019-01-02 07:59:50.040000+00:00,-2.0544,139.0416,34.52,5.0,mb,"186 km WNW of Abepura, Indonesia",PAPUA
2018-12-31 19:25:24.300000+00:00,-3.6137,140.496,35.0,4.6,mb,"113 km S of Abepura, Indonesia",PAPUA
2018-12-31 16:48:47.250000+00:00,-3.0147,130.1918,41.57,4.0,mb,"145 km ENE of Amahai, Indonesia",MALUKU
2018-12-31 16:31:19.660000+00:00,-3.0177,128.6967,35.0,4.3,mb,"43 km NW of Amahai, Indonesia",MALUKU
2018-12-31 14:46:31.540000+00:00,-4.6223,137.7403,10.0,4.6,mb,"285 km ESE of Nabire, Indonesia",PAPUA TENGAH
2018-12-30 17:46:08.800000+00:00,-4.4762,138.181,102.73,4.1,mb,"Papua, Indonesia",PAPUA PEGUNUNGAN
2018-12-30 08:39:12.450000+00:00,-2.677,102.349,166.0,5.7,mww,"88 km NW of Lubuklinggau, Indonesia",SUMATERA SELATAN
2018-12-30 04:10:55.190000+00:00,-9.5353,118.9551,59.93,4.8,mb,"120 km SSW of Komodo, Indonesia",NUSA TENGGARA TIMUR
2018-12-28 03:03:33.430000+00:00,-1.4498,134.0858,41.0,5.8,mww,"64 km S of Manokwari, Indonesia",PAPUA BARAT
2018-12-27 10:32:47.230000+00:00,-4.0691,140.4433,39.32,4.3,mb,"164 km S of Abepura, Indonesia",PAPUA PEGUNUNGAN
2018-12-26 10:23:16.960000+00:00,3.0514,97.4219,58.1,4.4,mb,"93 km NNW of Singkil, Indonesia",ACEH
2018-12-26 03:26:41.960000+00:00,0.7688,122.2493,102.08,4.3,mb,"94 km WNW of Gorontalo, Indonesia",GORONTALO
2018-12-25 20:36:09.640000+00:00,-1.3269,119.8171,10.0,4.4,mb,"46 km S of Palu, Indonesia",SULAWESI TENGAH
2018-12-23 23:41:40.900000+00:00,5.036,95.9323,28.89,4.2,mb,"38 km S of Sigli, Indonesia",ACEH
2018-12-22 23:59:49.210000+00:00,-8.474,116.1272,10.0,3.8,mb,"8 km SSE of Pemenang, Indonesia",NUSA TENGGARA BARAT
2018-12-22 16:13:29.030000+00:00,0.5568,121.7622,101.48,4.6,mb,"144 km W of Gorontalo, Indonesia",GORONTALO
2018-12-21 14:45:21.490000+00:00,-2.8395,138.3318,10.0,4.7,mb,"257 km W of Abepura, Indonesia",PAPUA
2018-12-21 02:22:24.940000+00:00,0.2015,120.1393,63.49,4.5,mb,"126 km NNE of Palu, Indonesia",SULAWESI TENGAH
2018-12-20 21:12:33.840000+00:00,5.51,95.7768,41.89,4.4,mb,"24 km NW of Sigli, Indonesia",ACEH
2018-12-20 00:41:58.230000+00:00,4.6243,96.6288,10.0,4.2,mb,"64 km S of Bireun, Indonesia",ACEH
2018-12-18 19:29:38.270000+00:00,-2.894,138.4495,10.0,4.7,mb,"244 km W of Abepura, Indonesia",PAPUA
2018-12-18 14:16:19.240000+00:00,-2.7841,138.4392,10.0,4.5,mb,"244 km W of Abepura, Indonesia",PAPUA
2018-12-18 14:15:20.330000+00:00,-2.526,138.612,10.0,4.3,mb,"224 km W of Abepura, Indonesia",PAPUA
2018-12-18 14:00:26.200000+00:00,-2.6392,138.6673,10.0,4.4,mb,"218 km W of Abepura, Indonesia",PAPUA
2018-12-16 22:06:50.940000+00:00,-3.8458,120.2178,43.17,4.5,mb,"37 km NE of Sengkang, Indonesia",SULAWESI SELATAN
2018-12-16 09:42:37.200000+00:00,-3.9226,140.2323,61.97,6.1,mww,"153 km SSW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2018-12-15 14:13:41.160000+00:00,-1.7977,136.3845,33.18,4.5,mb,"76 km SSE of Biak, Indonesia",PAPUA
2018-12-14 16:04:04.390000+00:00,-3.629,135.031,69.47,4.4,mb,"60 km WSW of Nabire, Indonesia",PAPUA BARAT
2018-12-13 17:17:07.830000+00:00,-2.9585,119.3639,10.0,4.5,mb,"52 km N of Polewali, Indonesia",SULAWESI BARAT
2018-12-13 04:41:50.630000+00:00,-3.0102,119.66,58.11,4.7,mb,"26 km W of Rantepao, Indonesia",SULAWESI SELATAN
2018-12-13 04:25:52.570000+00:00,-2.8942,119.4051,10.0,4.9,mb,"55 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-12-13 00:28:53.480000+00:00,-3.1938,139.7992,50.0,4.3,mb,"113 km SW of Abepura, Indonesia",PAPUA
2018-12-11 17:42:01.810000+00:00,-3.3593,138.8455,50.96,4.3,mb,"215 km WSW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2018-12-11 08:04:41.990000+00:00,-8.6727,118.9065,134.8,4.5,mb,"30 km SE of Bima, Indonesia",NUSA TENGGARA BARAT
2018-12-07 22:07:39.100000+00:00,-3.1402,130.1595,10.0,4.4,mb,"139 km E of Amahai, Indonesia",MALUKU
2018-12-07 14:04:59.490000+00:00,-3.3255,101.8314,37.08,4.5,mb,"71 km NW of Bengkulu, Indonesia",BENGKULU
2018-12-07 13:49:20.650000+00:00,-6.5702,108.4176,265.17,4.2,mb,"8 km N of Arjawinangun, Indonesia",JAWA BARAT
2018-12-06 23:43:21.830000+00:00,-6.7171,106.0775,85.35,4.6,mb,"43 km SSW of Rangkasbitung, Indonesia",BANTEN
2018-12-05 08:01:41.010000+00:00,-2.9901,119.3243,31.97,4.4,mb,"48 km N of Polewali, Indonesia",SULAWESI BARAT
2018-11-28 17:08:47.880000+00:00,1.5799,99.5189,174.52,4.6,mb,"35 km NE of Padangsidempuan, Indonesia",SUMATERA UTARA
2018-11-26 04:27:08.100000+00:00,-3.6569,140.0588,35.0,4.5,mb,"133 km SSW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2018-11-24 09:41:54.140000+00:00,1.8486,127.6597,169.17,4.2,mb,"41 km WNW of Tobelo, Indonesia",MALUKU UTARA
2018-11-23 20:41:17.640000+00:00,-1.537,119.5836,47.57,4.4,mb,"76 km SSW of Palu, Indonesia",SULAWESI BARAT
2018-11-21 11:51:52.760000+00:00,-2.5639,139.6262,70.07,4.7,mb,"111 km W of Abepura, Indonesia",PAPUA
2018-11-21 05:32:55.780000+00:00,3.7764,97.0457,105.32,4.6,mb,"109 km ESE of Meulaboh, Indonesia",ACEH
2018-11-20 04:54:18.070000+00:00,-2.9254,119.1695,10.0,4.3,mb,"41 km SE of Mamuju, Indonesia",SULAWESI BARAT
2018-11-20 01:38:14.880000+00:00,-2.9884,119.4665,10.0,4.5,mb,"47 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-19 19:06:43.020000+00:00,0.6578,123.916,186.99,4.4,mb,"95 km E of Gorontalo, Indonesia",SULAWESI UTARA
2018-11-18 11:22:42.730000+00:00,-3.0178,119.4236,10.0,4.4,mb,"46 km N of Polewali, Indonesia",SULAWESI BARAT
2018-11-17 05:41:13.070000+00:00,-8.5675,116.266,10.0,3.7,mb,"15 km N of Praya, Indonesia",NUSA TENGGARA BARAT
2018-11-16 08:02:49.730000+00:00,-2.9749,119.4845,10.0,4.3,mb,"45 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-15 21:54:35.340000+00:00,-3.4851,140.3642,10.0,4.0,mb,"102 km SSW of Abepura, Indonesia",PAPUA
2018-11-15 03:55:01.830000+00:00,-2.893,119.4115,10.0,4.8,mb,"54 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-15 00:34:15.670000+00:00,-2.9058,119.3407,10.0,4.0,mb,"56 km ESE of Mamuju, Indonesia",SULAWESI BARAT
2018-11-14 23:31:25.160000+00:00,-2.9329,119.3294,10.0,4.9,mb,"55 km N of Polewali, Indonesia",SULAWESI BARAT
2018-11-14 23:25:16.450000+00:00,-2.8829,119.4737,14.65,4.4,mb,"48 km WNW of Rantepao, Indonesia",SULAWESI BARAT
2018-11-14 23:10:08.180000+00:00,-2.9814,119.4348,10.0,4.5,mb,"50 km NNE of Polewali, Indonesia",SULAWESI BARAT
2018-11-14 23:01:21.840000+00:00,-2.9068,119.3922,14.01,5.5,mww,"56 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-14 21:20:40.460000+00:00,-2.9551,119.427,18.83,4.3,mb,"52 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-13 19:04:08.760000+00:00,-1.832,120.9505,33.32,4.4,mb,"53 km SSE of Poso, Indonesia",SULAWESI TENGAH
2018-11-13 07:34:03.150000+00:00,-4.6688,137.0973,10.0,5.3,mb,"228 km SE of Nabire, Indonesia",PAPUA TENGAH
2018-11-12 20:38:58.880000+00:00,-1.7631,120.4711,10.0,4.7,mb,"51 km SW of Poso, Indonesia",SULAWESI TENGAH
2018-11-12 08:27:02.820000+00:00,-3.0796,119.8119,35.0,4.0,mb,"15 km SW of Rantepao, Indonesia",SULAWESI SELATAN
2018-11-11 16:34:14.670000+00:00,-3.0792,119.0604,26.19,4.0,mb,"48 km SSE of Mamuju, Indonesia",SULAWESI BARAT
2018-11-10 16:05:11.290000+00:00,-1.8839,138.7265,10.0,5.0,mww,"226 km WNW of Abepura, Indonesia",PAPUA
2018-11-10 11:26:36.230000+00:00,-8.4974,120.8821,190.2,4.1,mb,"47 km ENE of Ruteng, Indonesia",NUSA TENGGARA TIMUR
2018-11-10 10:17:43.100000+00:00,-2.9015,119.4402,10.0,4.3,mb,"51 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-08 18:42:54.110000+00:00,-2.8147,119.5045,10.0,4.6,mb,"46 km WNW of Rantepao, Indonesia",SULAWESI BARAT
2018-11-08 13:40:14.300000+00:00,-2.9289,119.4235,10.0,5.0,mww,"52 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-08 02:40:34.470000+00:00,-2.6054,139.9436,35.0,4.4,mb,"76 km W of Abepura, Indonesia",PAPUA
2018-11-07 12:40:43.850000+00:00,-3.0353,119.5683,10.0,4.4,mb,"37 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-07 12:37:34.800000+00:00,-2.8015,119.1669,10.0,4.2,mb,"33 km ESE of Mamuju, Indonesia",SULAWESI BARAT
2018-11-07 09:53:13.230000+00:00,-2.9261,119.7537,10.0,4.3,mb,"16 km WNW of Rantepao, Indonesia",SULAWESI SELATAN
2018-11-07 09:42:25.930000+00:00,-2.9201,119.4083,8.97,5.2,mww,"54 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-07 03:52:30.830000+00:00,-8.799,118.5706,106.56,4.2,mb,"31 km SSE of Dompu, Indonesia",NUSA TENGGARA BARAT
2018-11-06 14:47:12.090000+00:00,-2.9072,119.3894,10.0,4.4,mb,"56 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-06 03:18:39.970000+00:00,-2.9358,119.4255,10.0,4.5,mb,"52 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-06 01:00:13.270000+00:00,-8.4141,116.4711,10.0,4.5,mb,"23 km WNW of Labuan Lombok, Indonesia",NUSA TENGGARA BARAT
2018-11-05 18:35:53.590000+00:00,-2.917,119.4776,10.0,5.1,mww,"47 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-03 22:14:24.890000+00:00,-2.9227,119.3981,10.0,4.4,mb,"55 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-03 21:39:12.680000+00:00,-2.9459,119.4901,10.0,4.7,mb,"45 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-03 08:44:06.640000+00:00,-2.9068,119.4558,10.0,4.8,mb,"49 km W of Rantepao, Indonesia",SULAWESI BARAT
2018-11-03 05:04:01.480000+00:00,-2.9941,119.4916,10.0,4.4,mb,"45 km W of Rantepao, Indonesia",SULAWESI BARAT
